Dataset,Model,Backbone,ModelPath,TrainedImageSize,TestedImageCount,Conf,Sampling,Method,Params,TP,FN,FP,Total_Predictions,Total_GT,RMSE
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,KMeans,k:40,29,11,11,40,40,1.3031127950431083
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,Agglomerative,dist_thresh:2.0,29,11,0,29,40,1.3750471922730043
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,Agglomerative,dist_thresh:2.0,29,11,0,29,40,1.3832814522320063
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:0.75, min_s:5",29,11,1,30,40,1.4315630990202033
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:0.75, min_s:5",29,11,1,30,40,1.4335437758057645
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,DBSCAN,"eps:0.75, min_s:1",29,11,24,53,40,1.4579619824063945
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,Agglomerative,dist_thresh:1.75,29,11,4,33,40,1.4696548524697797
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,Agglomerative,dist_thresh:1.75,29,11,4,33,40,1.4763727028781413
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,Agglomerative,dist_thresh:1.5,29,11,7,36,40,1.4936187943987618
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:0.5, min_s:3",29,11,14,43,40,1.5074100504457901
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:0.5, min_s:3",29,11,14,43,40,1.5102375787056812
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:0.75, min_s:5",28,12,1,29,40,1.0836218867535068
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:0.75, min_s:3",28,12,2,30,40,1.0836218867535068
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:0.5, min_s:3",28,12,10,38,40,1.1248266878620106
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:0.5, min_s:5",28,12,9,37,40,1.1257374562362628
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:1",28,12,0,28,40,1.144844280586519
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:1",28,12,0,28,40,1.1473617437252324
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.5, min_s:1",28,12,15,43,40,1.1626212304062709
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,DBSCAN,"eps:0.5, min_s:1",28,12,44,72,40,1.333251746991382
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:0.5,28,12,48,76,40,1.3682269308839985
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:0.5, min_s:5",28,12,7,35,40,1.396924991356138
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:0.75,28,12,34,62,40,1.4043826415182328
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.0, min_s:1",28,12,0,28,40,1.4152576655272264
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.0, min_s:3",28,12,0,28,40,1.4152576655272264
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.0, min_s:3",28,12,0,28,40,1.4227359038423497
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.0, min_s:1",28,12,2,30,40,1.431110368383397
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:1.0,28,12,25,53,40,1.4545719573554077
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:0.75, min_s:3",28,12,3,31,40,1.5033460574398985
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:0.75, min_s:3",28,12,3,31,40,1.5072845084211317
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:0.75, min_s:1",28,12,5,33,40,1.5120252267215089
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:0.75, min_s:1",28,12,5,33,40,1.5151917448754422
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:0.75, min_s:5",27,13,1,28,40,1.0845921240078695
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,grid_sample,DBSCAN,"eps:0.75, min_s:1",27,13,7,34,40,1.0960015356088895
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:3",27,13,0,27,40,1.1146912878058406
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.5, min_s:1",27,13,16,43,40,1.1498927949431905
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.5, min_s:3",27,13,12,39,40,1.194776054790842
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:0.5, min_s:3",27,13,13,40,40,1.2035023352543273
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.0, min_s:5",27,13,0,27,40,1.3941312308334333
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.0, min_s:5",27,13,0,27,40,1.3991673150500055
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,KMeans,k:42,27,13,15,42,40,1.4796349125999637
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.5, min_s:3",26,14,14,40,40,1.082387441719099
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:0.75, min_s:1",26,14,7,33,40,1.0987217593236243
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:0.5,26,14,50,76,40,1.101632530336487
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,DBSCAN,"eps:0.5, min_s:1",26,14,48,74,40,1.1023041415886108
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:3",26,14,0,26,40,1.119950706460586
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:0.75,26,14,37,63,40,1.1685906261107302
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:1.0,26,14,28,54,40,1.1802349400797318
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,DBSCAN,"eps:0.75, min_s:1",26,14,32,58,40,1.1932232521137656
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:0.5,26,14,31,57,40,1.2882803253298227
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:0.5, min_s:1",26,14,30,56,40,1.3014048468749124
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:1",26,14,0,26,40,1.3414282326645761
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:3",26,14,0,26,40,1.3414282326645761
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:3",26,14,0,26,40,1.3498733780692131
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:1",26,14,1,27,40,1.359373381107657
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:0.5,26,14,52,78,40,1.3752433242889412
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,KMeans,k:38,26,14,12,38,40,1.4870154116170466
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,Agglomerative,dist_thresh:1.5,26,14,11,37,40,1.50767445296601
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,all_pixels,DBSCAN,"eps:0.5, min_s:5",25,15,9,34,40,1.0574866043620752
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,grid_sample,DBSCAN,"eps:0.5, min_s:5",25,15,9,34,40,1.060228655831249
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,all_pixels,DBSCAN,"eps:0.75, min_s:3",25,15,7,32,40,1.0628612655962573
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.25, min_s:5",25,15,0,25,40,1.3142229181813665
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:1.25, min_s:5",25,15,0,25,40,1.3199425841700119
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,Agglomerative,dist_thresh:0.75,25,15,37,62,40,1.3351630734863187
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:0.75,25,15,24,49,40,1.350845123010006
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,DBSCAN,"eps:1.0, min_s:1",25,15,20,45,40,1.3950248946819117
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:0.5, min_s:1",25,15,48,73,40,1.4101968034425978
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:0.75, min_s:1",25,15,20,45,40,1.433927133215334
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.3,centroid_only,DBSCAN,"eps:0.75, min_s:1",25,15,30,55,40,1.4588098367334252
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:1.25,25,15,21,46,40,1.546541429150289
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.0, min_s:5",24,16,0,24,40,1.15217636080469
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.0, min_s:5",24,16,0,24,40,1.157787364019991
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,Agglomerative,dist_thresh:1.25,24,16,22,46,40,1.2435492940200776
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,Agglomerative,dist_thresh:2.0,24,16,9,33,40,1.489357922076719
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:0.5, min_s:5",24,16,14,38,40,1.4915416825109307
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,grid_sample,DBSCAN,"eps:0.5, min_s:5",24,16,13,37,40,1.4966381264353916
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,DBSCAN,"eps:1.5, min_s:1",24,16,4,28,40,1.5036730552911208
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,centroid_only,Agglomerative,dist_thresh:2.0,24,16,4,28,40,1.5122577997123803
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.5,centroid_only,KMeans,k:38,24,16,14,38,40,1.602710115590928
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,all_pixels,DBSCAN,"eps:1.25, min_s:1",23,17,0,23,40,1.1232569869857594
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,grid_sample,DBSCAN,"eps:1.25, min_s:1",23,17,0,23,40,1.1254186941858622
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.7,centroid_only,DBSCAN,"eps:1.0, min_s:1",23,17,24,47,40,1.1719992034606377
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.5, min_s:1",23,17,0,23,40,1.3047765881176083
July_65ft,ResNet18_P22_1280x960,resnet18,resnet_models/resnet18/vineyard_segmentation_paper-22/resnet18_img1280x960_20260209_061153/resnet18_vineyard_segmentation_paper-22_unet_image_size_1280x960_batch_size_8.pth,1280x960,102,0.85,all_pixels,DBSCAN,"eps:1.5, min_s:3",23,17,0,23,40,1.3047765881176083
